,000,and,as,at,be,by,dlrs,for,from,he,in,is,it,its,mln,of,oil,on,pct,said,that,the,to,tonnes,was,wheat,will,with,would,year
reuters-topics/grain/article380.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4803801382252539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8770603872018653,0.0,0.0,0.0,0.0
reuters-topics/grain/article419.txt,0.0,0.10557869694444369,0.0,0.0,0.21526624369277209,0.09753868436077871,0.0,0.07860482825405707,0.049619630334500696,0.4506216977520023,0.14764655192228984,0.0,0.24360045525501928,0.16859467179571114,0.0,0.24101229710849992,0.0,0.04823211341241631,0.0,0.27689223917508377,0.21644488741063786,0.36133236763604887,0.30477473358499857,0.0,0.0,0.0,0.2806732748886912,0.16596197859006095,0.30743958824306805,0.05928362171756911
reuters-topics/grain/article431.txt,0.22626861627448314,0.19618710278866425,0.0,0.0,0.1000023250441009,0.0,0.33447721305941347,0.29212812748539174,0.0,0.0,0.06858947424216753,0.18982210038188876,0.0,0.0,0.3073623841663916,0.19193605883406967,0.0,0.0,0.23768724572053962,0.0,0.0,0.4272739127848783,0.18877820910118934,0.24404694380036415,0.0,0.3756844177137879,0.20861964856260354,0.0,0.0,0.11016125718722568
reuters-topics/grain/article357.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reuters-topics/grain/article343.txt,0.0,0.3318407564172456,0.0,0.22785208100921978,0.0,0.0,0.0,0.7411803636750619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16317945656855878,0.0,0.3097339873165259,0.31930898011533937,0.0,0.253171695367786,0.0,0.0,0.0,0.0,0.0
reuters-topics/grain/article425.txt,0.0,0.21726465306770718,0.07174254268444467,0.23868896088931668,0.06644770267108321,0.060215864653481437,0.0,0.0970539582377173,0.0612657216766712,0.23845110720868,0.18230028107044777,0.1891942384491635,0.0,0.0,0.0,0.25506827293548273,0.0,0.11910508870309475,0.0789670211436688,0.2991457695714402,0.334057613414403,0.5678141963863215,0.33449564440569607,0.0,0.0,0.08320928696873128,0.0,0.068304824257821,0.07591958311141957,0.0731979227505101
reuters-topics/grain/article342.txt,0.0,0.0,0.0,0.6058256274878046,0.0,0.0,0.0,0.24633638242199896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4315990593717365,0.0,0.0,0.0,0.2169352507795746,0.0,0.411768868621264,0.0,0.4115840661726958,0.0,0.0,0.0,0.0,0.0,0.0
reuters-topics/grain/article424.txt,0.0,0.3167413744689394,0.12068141456256062,0.13383654180982937,0.2235494436836416,0.033763953964539656,0.0,0.08162945255885774,0.06870524962812535,0.17827089816320033,0.28110100911638697,0.10608409584606654,0.10118956938006879,0.0,0.0,0.3098781225733415,0.0,0.10017606045488876,0.08855602695252544,0.3115089654245607,0.11238672013498134,0.3638652371293111,0.4454474258504226,0.0,0.03717721607158046,0.1399701499331695,0.038863101730451495,0.0,0.2979848793590258,0.08208638398768767
reuters-topics/grain/article430.txt,0.08404615705730138,0.04858170294841277,0.0,0.06671538623091401,0.0,0.0,0.0,0.0,0.06849694714235514,0.0,0.15286295959777,0.07050831142348839,0.0,0.07757830415518717,0.685007783363592,0.190116077210446,0.0,0.13316312518665616,0.0,0.1433374725616161,0.0,0.2720715452911782,0.14024112819842172,0.543898878396409,0.0,0.0,0.0,0.0,0.08488041157658807,0.08183751220678197
reuters-topics/grain/article356.txt,0.29681372287562724,0.057189670615259224,0.0,0.2356091325720249,0.08745376146656676,0.0,0.0,0.0,0.16126720997745908,0.0,0.23993072228456505,0.0,0.23751546819304492,0.0,0.1791958111429164,0.11190093362799484,0.0,0.07837884229387852,0.5196540100873263,0.1687347776039704,0.0,0.32027864637658654,0.1650898062774087,0.32013490486870444,0.08726357800959963,0.3285425157760944,0.09122074399063763,0.0,0.0,0.0
reuters-topics/grain/article418.txt,0.3737019219990072,0.0,0.0,0.2966425703961769,0.0,0.0,0.0,0.24123726150963587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5635533770490481,0.0,0.0,0.0,0.21244472825503796,0.0,0.33603776965618787,0.0,0.4030643465178812,0.0,0.2757666063289632,0.0,0.0,0.0,0.0
reuters-topics/grain/article381.txt,0.0,0.16078164814664875,0.19909274401347818,0.05519881510914102,0.1229326883154558,0.0,0.4111722698799464,0.13466722909380682,0.0566728386727001,0.0,0.37942615881747854,0.0,0.0,0.0,0.06297334279637884,0.35392000666094825,0.0,0.05508809243112533,0.14609426371755094,0.1185942118172734,0.0,0.4877294455711637,0.34809709769176145,0.0,0.061332674872118985,0.07697136942802005,0.19234183471671684,0.06318424364867369,0.0,0.0677105231716552
reuters-topics/grain/article395.txt,0.0,0.1910566638466837,0.1802527229563629,0.07496307896620721,0.0,0.037823002791742534,0.0,0.09144281547311327,0.2693770989995437,0.19970234191157493,0.17176065010961392,0.1188373570689994,0.037784806139481895,0.08716892562566018,0.21380330626106275,0.21361918612513983,0.0,0.0374063556875907,0.0,0.2147434323922928,0.04196589094081971,0.6368883391059373,0.21010459228622724,0.2546410010886964,0.0,0.2613285644429644,0.08707032397866747,0.04290386883024987,0.09537375641769956,0.09195467847133972
reuters-topics/grain/article140.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4803801382252539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8770603872018653,0.0,0.0,0.0,0.0
reuters-topics/grain/article154.txt,0.02718824827551828,0.2671683585561516,0.12973698407348358,0.043163769722546916,0.04806478399337276,0.04355699913163866,0.1339683434803164,0.14040748892369967,0.06647461598101535,0.028747171334872524,0.3461494695574004,0.2965152490804666,0.10878252959372749,0.050191900927174286,0.024621605207896677,0.16912776319223102,0.06771818121693456,0.0646157820086351,0.11424120507697506,0.2009301954200233,0.1449838569401047,0.6014217033118391,0.39317949160461607,0.0293244772879889,0.023980129368841994,0.03009461759868423,0.025067563030441713,0.07411219255935642,0.0,0.05294753925778576
reuters-topics/grain/article168.txt,0.358470683266773,0.25901119188453153,0.0,0.0,0.0,0.14357220702067375,0.0,0.057851245118157375,0.0,0.0,0.05433213872371945,0.0,0.0,0.0,0.12173628592063838,0.05067977115476768,0.0,0.07099532885104792,0.0,0.025473245657474067,0.0,0.24175622695703483,0.14953786945046288,0.7249431792649642,0.15808619357457543,0.24799405114135978,0.0,0.24428797357527354,0.0,0.0436313062142998
reuters-topics/grain/article183.txt,0.04829803862965832,0.3443220517966874,0.1690104240497814,0.02555914840283455,0.1423062622812446,0.0902719883319541,0.015865698451758288,0.17667545541882232,0.09184587058861496,0.0,0.2342516346159136,0.10804898222839981,0.12882974936591166,0.08916243317005076,0.014579525038470213,0.36417424118388175,0.01336629503878857,0.08927757858792532,0.0507353956752964,0.11897952186201896,0.17170251529776787,0.5732792039934147,0.37609175442357456,0.017364300469051668,0.042599037748358076,0.07128133638703323,0.044530788277590466,0.14628352591846405,0.04877745206639647,0.01567627227827313
reuters-topics/grain/article197.txt,0.9381771621527023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34615547433935256,0.0,0.0,0.0,0.0
reuters-topics/grain/article034.txt,0.0,0.0,0.0,0.4004559223987261,0.0,0.0,0.0,0.0,0.0,0.0,0.305850873612315,0.0,0.0,0.0,0.45685850368695524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5441211773997564,0.0,0.0,0.0,0.0,0.0,0.4912257619876916
reuters-topics/grain/article020.txt,0.0,0.1308143132447121,0.0,0.0,0.0,0.0,0.0,0.292179301034104,0.0,0.0,0.13720297880850477,0.0,0.0,0.2088924834834709,0.0,0.12797978749052727,0.0,0.0,0.0,0.12865332623471556,0.0,0.12209964585667761,0.0,0.732269084181208,0.0,0.5010003043157057,0.0,0.0,0.0,0.0
reuters-topics/grain/article008.txt,0.35530345443130684,0.1369187875178176,0.0,0.0,0.10468728753859852,0.37947650762696133,0.0,0.22936042687024197,0.0,0.0,0.0,0.09935749391374644,0.0,0.0,0.0,0.40185596427536074,0.0,0.0,0.0,0.20198543647023517,0.0,0.1916961728313817,0.19762219176886703,0.38322027863769176,0.20891925354703703,0.3932846825674309,0.0,0.0,0.11961008292999191,0.0
reuters-topics/grain/article236.txt,0.0,0.09818323834852062,0.0,0.13483126918747604,0.0,0.0,0.0,0.10964820760963331,0.0,0.0,0.0,0.28499348215088677,0.0,0.0,0.0,0.2881673190181287,0.0,0.13456081267178502,0.0,0.19312260074176046,0.0,0.8247816695785513,0.1889508090565461,0.0,0.0,0.0,0.1566077921626015,0.0,0.0,0.0
reuters-topics/grain/article550.txt,0.0,0.3005814696224215,0.24813607057172166,0.0,0.11491139860934738,0.0,0.0,0.08392017807504043,0.10594993478594754,0.0,0.23644587498055025,0.2181221589820775,0.1040292004358244,0.0,0.4709149369462194,0.294068375636432,0.0,0.10298724992880091,0.0,0.14780800706075192,0.0,0.5611143013581646,0.0,0.14021561811722563,0.11466150373157465,0.0,0.0,0.11812301361394736,0.0,0.0
reuters-topics/grain/article544.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4803801382252539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8770603872018653,0.0,0.0,0.0,0.0
reuters-topics/grain/article222.txt,0.07792892114121008,0.0,0.14874460610343537,0.0,0.2066501337378331,0.06242310861810239,0.0,0.2515288044003669,0.19053434609619105,0.0,0.09449129653669454,0.0653764173533211,0.0,0.07193182601622819,0.07057222338019904,0.22034827806743212,0.0,0.061735473964103796,0.0,0.13290476313175056,0.2770421357477354,0.6727173968880943,0.3467567569306954,0.16810387009306732,0.13746715798702042,0.0,0.0,0.07080857326093115,0.15740491015372965,0.07588103083412893
reuters-topics/grain/article578.txt,0.3641401536791664,0.14032407427083585,0.0,0.09635083008941886,0.0,0.0,0.0,0.31341975447299036,0.09892377288972114,0.0,0.0,0.0,0.0,0.0,0.0,0.2745669760371192,0.0,0.0,0.0,0.13800599076630526,0.0,0.0,0.27004963178610414,0.523668390744871,0.0,0.537421343037554,0.0,0.0,0.0,0.0
reuters-topics/grain/article208.txt,0.0,0.2091472867039309,0.1973203507707592,0.0,0.09137872389496521,0.08280871496045923,0.0,0.03336709357966009,0.1685049517221198,0.382570299862981,0.2820362808315036,0.1300897351059804,0.12408763228036192,0.0,0.0936190981094785,0.29230773914425867,0.0,0.12284477767003904,0.3257857833376421,0.26446150049325395,0.0,0.4183161122218829,0.31624836427819464,0.11150089902964248,0.09118000492265167,0.05721460753165774,0.0,0.14089894967728758,0.0,0.10066161061749793
reuters-topics/grain/article552.txt,0.0,0.17843621680658417,0.0,0.0,0.0,0.0,0.0,0.09963620916655516,0.2515831139937786,0.0,0.3743012498546013,0.1294853368683608,0.0,0.0,0.0,0.17456980464210325,0.0,0.2445480791572869,0.0,0.17548853977440332,0.13717826597989363,0.5829216558104348,0.4292441879299319,0.0,0.27226914506628713,0.0,0.0,0.0,0.0,0.0
reuters-topics/grain/article234.txt,0.1021631186730899,0.11810791730252752,0.0,0.0,0.0903046084718337,0.0,0.0,0.06594975707950902,0.3330485049960231,0.0,0.06193801608108951,0.0857070595445059,0.0,0.09430105755412314,0.0,0.28887179434734467,0.0,0.08093386204468954,0.0,0.1161568335966409,0.0,0.6063185277510312,0.0,0.11019025657113726,0.0,0.5654207578948974,0.0,0.09282849765134525,0.10317720481862704,0.09947837907438957
reuters-topics/grain/article220.txt,0.0,0.03982272751752176,0.06574893081771749,0.03645801451794946,0.10149406573478323,0.03679015333709581,0.022631108649436182,0.01482429101568698,0.05614737846321664,0.0971244908972164,0.1253027295903553,0.09632684402876551,0.05512949960655152,0.0,0.08318595395117405,0.3895983611098935,0.0,0.03638488379957116,0.0,0.05221983464234318,0.20409954904184208,0.6442764096405489,0.37041550164323833,0.0743062220169097,0.10127334918743987,0.355869289760523,0.04234632807875757,0.06259841088149169,0.1855386861937906,0.022360907855804277
reuters-topics/grain/article546.txt,0.0,0.14702999729155108,0.060688115321821764,0.10095532331639426,0.05620912908411836,0.101875043776112,0.0,0.04104971464335167,0.051825612018552306,0.06723648085417021,0.115657949246368,0.266737171827723,0.10177216231948681,0.0,0.057587234162112845,0.1438441049864713,0.0,0.15112922726524303,0.0,0.10845085147020736,0.11303378000524388,0.583249020354525,0.3536937339192856,0.06858673616143311,0.11217378505917747,0.4927160691713096,0.0,0.11556019333823243,0.1926646133236138,0.0
reuters-topics/grain/article036.txt,0.0,0.0,0.0,0.8977335347796794,0.0,0.0,0.0,0.02607355993713032,0.0,0.0,0.3917999753006524,0.0,0.0,0.0,0.14631080528425439,0.022841376155431165,0.03353390089237929,0.09599279799112308,0.0,0.0,0.0,0.06537572832734391,0.0,0.0,0.0,0.044708373991117704,0.0,0.036700201859244365,0.0,0.0
reuters-topics/grain/article022.txt,0.21741583666572997,0.25134835340475636,0.10374656966857207,0.0,0.3843589009552517,0.0,0.0,0.1403492943400123,0.26578825719271265,0.0,0.13181181000137757,0.0,0.08698995406604194,0.0,0.0,0.1229510290462614,0.0,0.0,0.0,0.18539715326477008,0.0,0.2932548451327474,0.181392244986393,0.23449858555595993,0.0,0.4813143088916717,0.4009147727506923,0.0,0.0,0.0
reuters-topics/grain/article181.txt,0.10292970708391265,0.29748537168145106,0.0,0.0,0.0,0.1648987870289095,0.0,0.1328892317817837,0.0,0.0,0.06240277250134965,0.0,0.0,0.0,0.2796386055809143,0.11641574596844544,0.0,0.08154115518033782,0.0,0.05851421243391565,0.0,0.2776673104715899,0.11450040273100129,0.6661024631791602,0.0,0.45573074702634647,0.0,0.0935250430526394,0.0,0.0
reuters-topics/grain/article195.txt,0.0,0.34881945628518624,0.0,0.0,0.0,0.0,0.0,0.19477575197342123,0.0,0.0,0.5487824758804652,0.25312689100713526,0.16096538565463236,0.09283612359051494,0.0,0.05687685440102755,0.0,0.0,0.0,0.22870475558498424,0.0,0.5426359830704753,0.27970540758100604,0.0,0.0,0.11132742881583564,0.0,0.0,0.0,0.0
reuters-topics/grain/article142.txt,0.0,0.3024937821451935,0.24971472316032536,0.0,0.23128493995720711,0.2095937418602817,0.0,0.16890816387387533,0.0,0.0,0.15863343602061497,0.0,0.0,0.0,0.0,0.29593925156896095,0.0,0.2072849186799736,0.0,0.0,0.2325512905788428,0.4235131014067543,0.4366054163035007,0.0,0.0,0.28962709268833936,0.0,0.23774903483807958,0.0,0.0
reuters-topics/grain/article156.txt,0.528605669947456,0.26190265512650307,0.0,0.17983042721063552,0.0,0.0,0.37209577377238884,0.3899804377455662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38434149881893315,0.0,0.0,0.0,0.042929359048419775,0.0,0.08148502164807324,0.08400401706814682,0.40724225527757885,0.0,0.0,0.0,0.0,0.0,0.0
reuters-topics/grain/article383.txt,0.0,0.0,0.0,0.4004559223987261,0.0,0.0,0.0,0.0,0.0,0.0,0.305850873612315,0.0,0.0,0.0,0.45685850368695524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5441211773997564,0.0,0.0,0.0,0.0,0.0,0.4912257619876916
reuters-topics/grain/article397.txt,0.3707399339543141,0.07143367396006346,0.0,0.0,0.0,0.09899080182038687,0.0,0.15955013186443573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5590866128525018,0.0,0.0,0.0,0.14050725080727886,0.0,0.3333743103649895,0.0,0.39986962980558355,0.0,0.41037129085521573,0.0,0.22457700675369735,0.0,0.0
reuters-topics/grain/article368.txt,0.0,0.24522260879272034,0.0,0.0,0.07499829708704671,0.0,0.0,0.21908602707957212,0.0,0.0,0.10287948333181011,0.14236003284773519,0.0,0.15663472440108583,0.0,0.1919272384357905,0.0,0.20164757699789712,0.0,0.24117165397734622,0.45245360416554087,0.503549684154112,0.4247314510984002,0.0,0.22450560062912606,0.0,0.07822877305199404,0.0,0.0,0.0
reuters-topics/grain/article426.txt,0.0,0.47447681545051734,0.0,0.0,0.20730408028190928,0.0,0.0,0.22709229297717154,0.0,0.2479738976920777,0.07109273643648654,0.0,0.0,0.0,0.0,0.1326273435208774,0.0,0.18579250958239166,0.0,0.13332534166692603,0.1042195644488088,0.3163341647994547,0.0652226385698695,0.0,0.10342663070189652,0.25959700655645107,0.0,0.0,0.5921363237418545,0.0
reuters-topics/grain/article340.txt,0.4290185236274651,0.24798814370567895,0.0,0.34055259045941516,0.0,0.0,0.0,0.36926133792472765,0.0,0.0,0.0,0.0,0.11443601115164123,0.0,0.0,0.40435776412647323,0.0,0.0,0.0,0.16259433575807075,0.0,0.23146751889814515,0.07954100444872436,0.46272727189888474,0.0,0.15829324837312783,0.0,0.0,0.0,0.0
reuters-topics/grain/article354.txt,0.14281621591451732,0.16510582329290951,0.0,0.0,0.12623892681720233,0.0,0.0,0.09219270974602739,0.0,0.0,0.17316920612533585,0.0,0.0,0.0,0.0,0.08076412914750081,0.0,0.11313934095489521,0.0,0.0811891788462706,0.0,0.1541067032567581,0.5560474371980397,0.1540375399511445,0.0,0.6323319341921212,0.13167654119997146,0.0,0.1442338306838979,0.2781263111235939
reuters-topics/grain/article432.txt,0.0,0.0,0.0,0.0,0.0,0.1347186605802775,0.0,0.0,0.1370674657129253,0.0,0.5098168445838078,0.14109235464801126,0.13458261104821004,0.0,0.45691710738651664,0.09510908873194594,0.0,0.0,0.0,0.2868289015112618,0.0,0.27221765904513967,0.46772147842174616,0.0,0.14833762534231001,0.0,0.0,0.15281578182325203,0.0,0.16376292472015866
reuters-topics/grain/article355.txt,0.12200176174267777,0.14104281636874433,0.0,0.0,0.0,0.09772660924001553,0.36069349720623467,0.07875627383643169,0.0994304619979817,0.12899711347461562,0.44379305441443884,0.0,0.0,0.0,0.2209689408347013,0.13798665618624129,0.0,0.0,0.25631714374823605,0.2774257192086684,0.0,0.39494022103765997,0.33929103776716146,0.26317531420656326,0.0,0.1350435058855104,0.11248561589248648,0.0,0.0,0.11879568341308146
reuters-topics/grain/article433.txt,0.0,0.3276303143603053,0.0,0.14997404123327238,0.16700278828345752,0.0,0.0,0.24392538775759015,0.0,0.0,0.4581746850500481,0.0,0.0,0.0,0.0,0.10684370582814506,0.0,0.0,0.1984675494156772,0.21481201698435007,0.16791717589899693,0.611608078092667,0.21017169532910396,0.0,0.0,0.0,0.0,0.1716702857393414,0.0,0.0
reuters-topics/grain/article427.txt,0.0,0.09373583000489565,0.0,0.0,0.0,0.0,0.0,0.052340735148470256,0.0,0.0,0.24578417259472132,0.0,0.0,0.0,0.07342701885749295,0.4585236625381152,0.0,0.0,0.0,0.0,0.0,0.5249476772286831,0.27058785004842073,0.5247120799713021,0.0,0.17949748079129374,0.0,0.0,0.0,0.23685173635383375
reuters-topics/grain/article341.txt,0.0,0.19091990092146202,0.0,0.08739432170357406,0.2919524329267798,0.0,0.0,0.0,0.0,0.11640964428532166,0.6007319490623413,0.09236289257162124,0.0,0.0,0.0,0.2490439844752378,0.0,0.0,0.0,0.1877659996731383,0.09785031842441849,0.29700180496679196,0.12247328006589908,0.0,0.0,0.4874641318627181,0.0,0.20007473367357662,0.0,0.0
reuters-topics/grain/article369.txt,0.0,0.20385330588050254,0.0,0.0,0.0,0.28249425073851553,0.0,0.0,0.14370975357243357,0.18644329933183412,0.21380902527420356,0.0,0.0,0.0,0.0,0.29915422233296135,0.0,0.13969118846813683,0.0,0.20048575125268034,0.31343685172688923,0.6659550887872714,0.29423235362927574,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reuters-topics/grain/article396.txt,0.11548521229171364,0.2670184324865818,0.0,0.0,0.10208034969704573,0.18501336461741533,0.0,0.07454962021358284,0.1882390524215401,0.0,0.28005898915207256,0.19376655871416631,0.09241326176260808,0.0,0.20916620118973125,0.1959244447228015,0.09588025501062239,0.0,0.12131316522380994,0.3282592769599625,0.10263926855410387,0.6230750908508615,0.19270097561964825,0.12455909077439,0.0,0.1278303503411618,0.0,0.10493335459237714,0.0,0.11245038204640767
reuters-topics/grain/article382.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6524594726024027,0.0,0.0,0.0,0.48729901413875093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5803760052162701,0.0,0.0,0.0,0.0,0.0,0.0
reuters-topics/grain/article157.txt,0.0,0.28689352013821906,0.1894691135791201,0.0,0.17548565820749484,0.0,0.0,0.1922366431608819,0.0,0.0,0.060180945933930606,0.4163785218638013,0.07943351543976014,0.0,0.2696821812386745,0.11227080838168992,0.0,0.07863791390345713,0.0,0.225723346171893,0.0,0.5891183613235835,0.11042366019905023,0.3211930713669497,0.0,0.0,0.0915222629245867,0.09019512008537268,0.0,0.0966563563294161
reuters-topics/grain/article143.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5220873347708653,0.0,0.0,0.0,0.0,0.8528920300201277,0.0,0.0
reuters-topics/grain/article194.txt,0.4194195760901968,0.0,0.0,0.08323324941729991,0.0,0.08399151871804762,0.10333314831948119,0.06768738933579811,0.0,0.0,0.0,0.0,0.08390669745594476,0.0,0.0,0.4743726977140191,0.0,0.0,0.0,0.17882596921904872,0.0,0.2828607720537787,0.17496301020429314,0.4523741179850048,0.0,0.4642546893027481,0.0,0.0,0.0,0.0
reuters-topics/grain/article180.txt,0.0,0.4073420582189763,0.0,0.0,0.0,0.08064047332876066,0.0,0.0649868367394339,0.0,0.0,0.18310101131260278,0.0,0.0,0.0,0.0,0.05693080602327511,0.0,0.0,0.6345109879962042,0.0572304244579235,0.0,0.21726028430205394,0.0,0.0,0.5327554298065573,0.22286606113258625,0.0,0.0,0.0,0.0
